Timestamp,Session ID,State Change Event,From State,To State,Intelligence Level,Enemy ID,Alerted,Completed
06/07/2026 22:39:17,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 0: Chasing->Searching (Not Alerted),Chasing,Searching,Sound,0.0,No,
06/07/2026 22:39:17,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 3: Searching->Patrol (Not Alerted),Searching,Patrol,Sound,3.0,No,
06/07/2026 22:39:18,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 1: Searching->Patrol (Not Alerted),Searching,Patrol,Sound,1.0,No,
06/07/2026 22:39:19,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 0: Searching->Patrol (Not Alerted),Searching,Patrol,Sound,0.0,No,
06/07/2026 22:39:19,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 0: Patrol->Suspicious (Not Alerted),Patrol,Suspicious,Sound,0.0,No,
06/07/2026 22:39:20,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 0: Suspicious->Chasing (Not Alerted),Suspicious,Chasing,Sound,0.0,No,
06/07/2026 22:39:20,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 1: Patrol->Suspicious (Not Alerted),Patrol,Suspicious,Sound,1.0,No,
06/07/2026 22:39:21,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 1: Suspicious->Searching (Not Alerted),Suspicious,Searching,Sound,1.0,No,
06/07/2026 22:39:21,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 1: Searching->Chasing (Not Alerted),Searching,Chasing,Sound,1.0,No,
06/07/2026 22:39:22,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 1: Chasing->Searching (Not Alerted),Chasing,Searching,Sound,1.0,No,
06/07/2026 22:39:22,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 1: Searching->Chasing (Not Alerted),Searching,Chasing,Sound,1.0,No,
06/07/2026 22:39:23,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 1: Chasing->Searching (Not Alerted),Chasing,Searching,Sound,1.0,No,
06/07/2026 22:39:23,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 0: Chasing->Searching (Not Alerted),Chasing,Searching,Sound,0.0,No,
06/07/2026 22:39:24,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 0: Searching->Chasing (Not Alerted),Searching,Chasing,Sound,0.0,No,
06/07/2026 22:39:24,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 1: Searching->Chasing (Not Alerted),Searching,Chasing,Sound,1.0,No,
06/07/2026 22:39:25,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 0: Chasing->Searching (Not Alerted),Chasing,Searching,Sound,0.0,No,
06/07/2026 22:39:25,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 1: Chasing->Searching (Not Alerted),Chasing,Searching,Sound,1.0,No,
06/07/2026 22:39:26,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 1: Searching->Chasing (Not Alerted),Searching,Chasing,Sound,1.0,No,
06/07/2026 22:39:26,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 3: Patrol->Suspicious (Not Alerted),Patrol,Suspicious,Sound,3.0,No,
06/07/2026 22:39:27,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 3: Suspicious->Searching (Not Alerted),Suspicious,Searching,Sound,3.0,No,
06/07/2026 22:39:28,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 0: Searching->Patrol (Not Alerted),Searching,Patrol,Sound,0.0,No,
06/07/2026 22:39:28,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 0: Patrol->Suspicious (Not Alerted),Patrol,Suspicious,Sound,0.0,No,
06/07/2026 22:39:29,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 0: Suspicious->Searching (Not Alerted),Suspicious,Searching,Sound,0.0,No,
06/07/2026 22:39:29,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 3: Searching->Patrol (Not Alerted),Searching,Patrol,Sound,3.0,No,
06/07/2026 22:39:30,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 0: Searching->Patrol (Not Alerted),Searching,Patrol,Sound,0.0,No,
06/07/2026 22:39:30,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 3: Patrol->Suspicious (Not Alerted),Patrol,Suspicious,Sound,3.0,No,
06/07/2026 22:39:31,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 3: Suspicious->Chasing (Not Alerted),Suspicious,Chasing,Sound,3.0,No,
06/07/2026 22:39:32,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 1: Chasing->Searching (Not Alerted),Chasing,Searching,Sound,1.0,No,
06/07/2026 22:39:32,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 1: Searching->Chasing (Not Alerted),Searching,Chasing,Sound,1.0,No,
06/07/2026 22:39:33,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 2: Patrol->Suspicious (Not Alerted),Patrol,Suspicious,Sound,2.0,No,
06/07/2026 22:39:33,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 2: Suspicious->Searching (Not Alerted),Suspicious,Searching,Sound,2.0,No,
06/07/2026 22:39:34,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 2: Searching->Chasing (Not Alerted),Searching,Chasing,Sound,2.0,No,
06/07/2026 22:39:34,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 3: Chasing->Searching (Not Alerted),Chasing,Searching,Sound,3.0,No,
06/07/2026 22:39:35,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 1: Chasing->Searching (Not Alerted),Chasing,Searching,Sound,1.0,No,
06/07/2026 22:39:35,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 2: Chasing->Searching (Not Alerted),Chasing,Searching,Sound,2.0,No,
06/07/2026 22:39:36,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 2: Searching->Chasing (Not Alerted),Searching,Chasing,Sound,2.0,No,
06/07/2026 22:39:37,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 3: Searching->Patrol (Not Alerted),Searching,Patrol,Sound,3.0,No,
06/07/2026 22:39:37,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 1: Searching->Patrol (Not Alerted),Searching,Patrol,Sound,1.0,No,
06/07/2026 22:39:38,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 2: Chasing->Searching (Not Alerted),Chasing,Searching,Sound,2.0,No,
06/07/2026 22:39:38,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 1: Patrol->Suspicious (Not Alerted),Patrol,Suspicious,Sound,1.0,No,
06/07/2026 22:39:39,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 1: Suspicious->Searching (Not Alerted),Suspicious,Searching,Sound,1.0,No,
06/07/2026 22:39:39,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 1: Searching->Chasing (Not Alerted),Searching,Chasing,Sound,1.0,No,
06/07/2026 22:39:39,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 2: Searching->Chasing (Not Alerted),Searching,Chasing,Sound,2.0,No,
06/07/2026 22:39:40,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 2: Chasing->Searching (Not Alerted),Chasing,Searching,Sound,2.0,No,
06/07/2026 22:39:40,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 1: Chasing->Searching (Not Alerted),Chasing,Searching,Sound,1.0,No,
06/07/2026 22:39:41,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 3: Patrol->Suspicious (Not Alerted),Patrol,Suspicious,Sound,3.0,No,
06/07/2026 22:39:41,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 3: Suspicious->Searching (Not Alerted),Suspicious,Searching,Sound,3.0,No,
06/07/2026 22:39:42,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Sound 1: Searching->Patrol (Not Alerted),Searching,Patrol,Sound,1.0,No,
06/07/2026 22:41:00,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Communication 3: Searching->Patrol (Alerted),Searching,Patrol,Communication,3.0,Yes,
06/07/2026 22:41:00,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Communication 2: Searching->Patrol (Alerted),Searching,Patrol,Communication,2.0,Yes,
06/07/2026 22:41:01,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Communication 1: Searching->Patrol (Alerted),Searching,Patrol,Communication,1.0,Yes,
06/07/2026 22:41:01,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Communication 0: Searching->Patrol (Alerted),Searching,Patrol,Communication,0.0,Yes,
06/07/2026 22:41:02,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Communication 0: Suspicious->Chasing (Alerted),Suspicious,Chasing,Communication,0.0,Yes,
06/07/2026 22:41:02,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Communication 0: Patrol->Suspicious (Alerted),Patrol,Suspicious,Communication,0.0,Yes,
06/07/2026 22:41:02,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,Level: Communication 1: Patrol->Chasing (Alerted),Patrol,Chasing,Communication,1.0,Yes,
06/07/2026 22:41:03,09ec7f7d-2776-47e8-8e23-f15e5d0cf7f1,,,,,,,Yes
06/11/2026 11:13:58,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Basic+0:+Patrol->Chasing+(Not+Alerted),Patrol,Chasing,Basic,0.0,No,
06/11/2026 11:13:58,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Basic+0:+Chasing->Patrol+(Not+Alerted),Chasing,Patrol,Basic,0.0,No,
06/11/2026 11:13:59,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Basic+0:+Patrol->Chasing+(Not+Alerted),Patrol,Chasing,Basic,0.0,No,
06/11/2026 11:13:59,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Basic+0:+Chasing->Patrol+(Not+Alerted),Chasing,Patrol,Basic,0.0,No,
06/11/2026 11:14:00,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Basic+1:+Chasing->Patrol+(Not+Alerted),Chasing,Patrol,Basic,1.0,No,
06/11/2026 11:14:00,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Basic+1:+Patrol->Chasing+(Not+Alerted),Patrol,Chasing,Basic,1.0,No,
06/11/2026 11:14:01,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Basic+1:+Patrol->Chasing+(Not+Alerted),Patrol,Chasing,Basic,1.0,No,
06/11/2026 11:14:01,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Basic+1:+Chasing->Patrol+(Not+Alerted),Chasing,Patrol,Basic,1.0,No,
06/11/2026 11:14:02,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Basic+2:+Patrol->Chasing+(Not+Alerted),Patrol,Chasing,Basic,2.0,No,
06/11/2026 11:14:02,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Basic+2:+Chasing->Patrol+(Not+Alerted),Chasing,Patrol,Basic,2.0,No,
06/11/2026 11:14:03,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Basic+3:+Patrol->Chasing+(Not+Alerted),Patrol,Chasing,Basic,3.0,No,
06/11/2026 11:14:03,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Basic+3:+Chasing->Patrol+(Not+Alerted),Chasing,Patrol,Basic,3.0,No,
06/11/2026 11:15:42,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Advanced+0:+Patrol->Suspicious+(Not+Alerted),Patrol,Suspicious,Advanced,0.0,No,
06/11/2026 11:15:43,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Advanced+0:+Suspicious->Searching+(Not+Alerted),Suspicious,Searching,Advanced,0.0,No,
06/11/2026 11:15:43,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Advanced+0:+Searching->Patrol+(Not+Alerted),Searching,Patrol,Advanced,0.0,No,
06/11/2026 11:15:43,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Advanced+2:+Patrol->Suspicious+(Not+Alerted),Patrol,Suspicious,Advanced,2.0,No,
06/11/2026 11:15:44,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Advanced+2:+Suspicious->Searching+(Not+Alerted),Suspicious,Searching,Advanced,2.0,No,
06/11/2026 11:15:44,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Advanced+0:+Patrol->Suspicious+(Not+Alerted),Patrol,Suspicious,Advanced,0.0,No,
06/11/2026 11:15:45,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Advanced+0:+Suspicious->Searching+(Not+Alerted),Suspicious,Searching,Advanced,0.0,No,
06/11/2026 11:15:45,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Advanced+0:+Searching->Chasing+(Not+Alerted),Searching,Chasing,Advanced,0.0,No,
06/11/2026 11:15:46,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Advanced+2:+Searching->Patrol+(Not+Alerted),Searching,Patrol,Advanced,2.0,No,
06/11/2026 11:15:46,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Advanced+1:+Patrol->Suspicious+(Not+Alerted),Patrol,Suspicious,Advanced,1.0,No,
06/11/2026 11:15:47,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Advanced+1:+Suspicious->Chasing+(Not+Alerted),Suspicious,Chasing,Advanced,1.0,No,
06/11/2026 11:15:47,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Advanced+0:+Chasing->Searching+(Not+Alerted),Chasing,Searching,Advanced,0.0,No,
06/11/2026 11:15:48,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Advanced+1:+Chasing->Searching+(Not+Alerted),Chasing,Searching,Advanced,1.0,No,
06/11/2026 11:15:48,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Advanced+0:+Searching->Patrol+(Not+Alerted),Searching,Patrol,Advanced,0.0,No,
06/11/2026 11:15:49,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Advanced+1:+Searching->Chasing+(Not+Alerted),Searching,Chasing,Advanced,1.0,No,
06/11/2026 11:15:49,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Advanced+1:+Chasing->Searching+(Not+Alerted),Chasing,Searching,Advanced,1.0,No,
06/11/2026 11:15:50,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Advanced+0:+Patrol->Suspicious+(Not+Alerted),Patrol,Suspicious,Advanced,0.0,No,
06/11/2026 11:15:51,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Advanced+0:+Suspicious->Chasing+(Not+Alerted),Suspicious,Chasing,Advanced,0.0,No,
06/11/2026 11:15:51,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Advanced+1:+Searching->Chasing+(Not+Alerted),Searching,Chasing,Advanced,1.0,No,
06/11/2026 11:15:51,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Advanced+1:+Chasing->Searching+(Not+Alerted),Chasing,Searching,Advanced,1.0,No,
06/11/2026 11:15:52,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Advanced+0:+Chasing->Searching+(Not+Alerted),Chasing,Searching,Advanced,0.0,No,
06/11/2026 11:17:04,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Sound+0:+Suspicious->Searching+(Not+Alerted),Suspicious,Searching,Sound,0.0,No,
06/11/2026 11:17:04,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Sound+0:+Searching->Patrol+(Not+Alerted),Searching,Patrol,Sound,0.0,No,
06/11/2026 11:17:05,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Sound+2:+Patrol->Suspicious+(Not+Alerted),Patrol,Suspicious,Sound,2.0,No,
06/11/2026 11:17:05,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Sound+2:+Suspicious->Searching+(Not+Alerted),Suspicious,Searching,Sound,2.0,No,
06/11/2026 11:17:06,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Sound+2:+Searching->Chasing+(Not+Alerted),Searching,Chasing,Sound,2.0,No,
06/11/2026 11:17:06,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Sound+2:+Chasing->Searching+(Not+Alerted),Chasing,Searching,Sound,2.0,No,
06/11/2026 11:17:07,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Sound+1:+Patrol->Suspicious+(Not+Alerted),Patrol,Suspicious,Sound,1.0,No,
06/11/2026 11:17:07,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Sound+1:+Suspicious->Searching+(Not+Alerted),Suspicious,Searching,Sound,1.0,No,
06/11/2026 11:17:08,1bd23948-c9d4-491f-93e5-96f3773e5dbb,Level:+Sound+2:+Searching->Chasing+(Not+Alerted),Searching,Chasing,Sound,2.0,No,
